Ano,País,País 1,Pais 2,Título US,Título Original,Diretor,Watchedby,Listado (qtd),Liked,Ranking,Fans,Rating,Duração,Sinopse,Gênero,Gênero 1,Gênero 2,Gênero 3,Temas,Tag_1,Tag_2,Tag_3,Tag_4,Tag_5
1995,"['Brazil', 'Mexico', 'UK']",Brazil,Mexico,Cinema de Lágrimas,Cinema de Lágrimas,Nelson Pereira dos Santos,181,93,11, ,0,3.1,97,"An aging Brazilian actor teams up with a film student on a trip to Mexico, in order to find out an unknown movie his mother allegedly watched before she committed suicide.",['drama'],drama,--,--,--,-,-,--,--,--
1980,"['Portugal', 'Brazil']",Portugal,Brazil,The Killers,"‘Kilas, O Mau da Fita’",José Fonseca e Costa,140,62,28, ,1,3.4,124,“Kilas” (a Portuguese misrepresentation of the English word “killers”) is the nickname of a petty con-man who gets involved with a deadly ring of spies.,"['drama', 'crime']",drama,crime,--,--,-,-,--,--,--
2013,['Brazil'],Brazil,--,A Batalha do Passinho,‘A Batalha do Passinho - O Filme’,Emílio Domingos,217,58,49, ,1,3.7,72,Kids from the favelas of Rio use dance as an alternative to drugs and crime.,['documentary'],documentary,--,--,--,-,-,--,--,--
2020,['Brazil'],Brazil,--,"Yãmĩyhex, the Women-Spirit","‘Yãmĩyhex, as mulheres-espírito’",Sueli Maxakali,175,101,36, ,0,3.5,77,"After spending a few months in the Vila Verde Village, the yãmĩyhex (women-spirit) prepare to leave. The filmmakers Sueli and Isael Maxakali register the preparations and the great feast for their farewell. During the feast days, a legion of spirits crosses the village. The yãmĩyhex go away, but they always come back missing their fathers and mothers",['documentary'],documentary,--,--,--,-,-,--,--,--
2020,['Brazil'],Brazil,--,A Gruta,A Gruta,Arthur Vinciprova,175,57,6, ,0,1.8,98,"The only one survivor of a mysterious murderer that killed his wife, friends and the tourism guide who leaded them through a interdicted grotto, a boy become the only suspect to make the crime. He, however, claim for his innocence saying that your wife killed those people as she was possessed by an evil force. Refusing to talk to police officers who are in charge for the crime investigation, he asks for help to a nun.",['horror'],horror,--,--,--,-,-,--,--,--
2011,['Brazil'],Brazil,--,Jogo Sem Gandula,Jogo Sem Gandula,Kleber Mendonça Filho,176,83,15, ,0,3.1,4,"A not very good little digital still camera, our little neighbours and a football. Home movie.",[],--,--,--,--,-,-,--,--,--
2020,['Brazil'],Brazil,--,Construção,Construção,Leonardo da Rosa,274,72,52, ,0,3.4,16,"After being evicted from her house, Andréia returns years later to the Getúlio Vargas community with her children Augusto, Gustavo and Bruno. With their help, she starts building her own house.",['documentary'],documentary,--,--,--,-,-,--,--,--
1997,['Brazil'],Brazil,--,O Homem Nu,O Homem Nu,Hugo Carvana,404,69,14, ,0,2.8,76,"Writer Sílvio Proença needs to travel to São Paulo in order to promote his new book. At the airport, he meets a group of old mates. With the boarding canceled due to a strong storm, the group goes to the apartment of Marialva, daughter of one of Proença’s friends. Seduced by Marialva’s music and charms, Proença spends the night there, where he wakes up the next day, completely naked. Still groggy from his hangover, he goes to pick up the bread left outside the apartment; that’s when the wind closes the door and leaves him naked outside. ×",['comedy'],comedy,--,--,--,-,-,--,--,--
2020,['Brazil'],Brazil,--,The Ferry,‘A Barca’,Nilton Resende,264,83,42, ,0,3.5,19,"On Christmas Eve, two women engage in a conversation in a boat, as it glides over the waters of a dark, cold pond. An unexpected event will leave its mark at the end of this crossing. Based on a short story by Lygia Fagundes Telles.",['mystery'],mystery,--,--,--,-,-,--,--,--
2019,['Brazil'],Brazil,--,espinho na caixinha,espinho na caixinha,Luisa Andrade,224,55,62, ,0,3.7,2,cafezinho the rabbit sees a tapeworm then follows its sound to the beach.,"['fantasy', 'mystery', 'animation']",fantasy,mystery,animation,--,-,-,--,--,--
2010,['Brazil'],Brazil,--,"Chantal Akerman, From Here","‘Chantal Akerman, de cá’",Gustavo Beck,166,65,24, ,0,3.2,62,"Invented by the post-New Wave, the exercise is well-known: put a filmmaker in the frame, make him talk about his career, evoke his admirations, rummage in his methods, and add words to silences, spoken images to seen images. It’s always very instructive. As is the case here too. Chantal Akerman, passing through South America, talks about herself for an hour, and it’s fascinating. Even if her recalling of the relationship between the cinema and time makes up only a few rare minutes. ×",['documentary'],documentary,--,--,--,-,-,--,--,--
2000,['Brazil'],Brazil,--,Tolerância,Tolerância,Carlos Gerbase,330,56,24, ,0,2.9,100,"Julius is a photographer working as a men’s magazine photo retoucher. His wife, Marcia, is a criminal lawyer who defends Teodoro, a squatter accused of murder. For years they had a quiet wedlock. However, Marcia gets involved with her client, and as revenge, Julius sleeps with Ana Maria, a friend of their daughter Guida. From this episode on, their lives are no longer the same.",['drama'],drama,--,--,--,-,-,--,--,--
1968,['Brazil'],Brazil,--,O Homem Nu,O Homem Nu,Roberto Santos,111,58,21, ,0,3.6,118,A man gets locked naked outside of his apartment.,['comedy'],comedy,--,--,--,-,-,--,--,--
2015,['Brazil'],Brazil,--,Rapsódia Para o Homem Negro,Rapsódia Para o Homem Negro,Gabriel Martins,243,62,49, ,0,3.8,24, ,"['thriller', 'drama']",thriller,drama,--,--,-,-,--,--,--
1952,['Brazil'],Brazil,--,Sai da Frente,Sai da Frente,Abilio Pereira de Almeida,235,83,32, ,0,3.3,80,"Isidoro Colepicula is a humble truck driver hired to transport some furniture from São Paulo to Santos, in his worn out truck he calls “Anastácio”. Hiding among the pieces travels a bride who’s trying to escape her own marriage. With his dog Coroné, he gets himself into many amusing situations, especially when the packed vehicle is left without brakes on a steep road, and he has to chase after it.",['comedy'],comedy,--,--,--,-,-,--,--,--
1999,['Brazil'],Brazil,--,Zombio,Zombio,Petter Baiestorf,128,111,24, ,0,3.2,45,"It was supposed to be a romantic afternoon on a “deserted” island in the Uruguay River, but a couple of wealthy ecologists had a bad luck because they ended up finding not love and peace, but hungry zombies wanting guts and brains under the command of a priestess. diabolical, and this couple will have to fight for their survival in that place. Parallel to this, a serial killer dressed as an old lady drags a “blonde” from the city to her isolated shed to serve as a victim in her sadistic tortures. ×",['horror'],horror,--,--,--,-,-,--,--,--
2011,['Brazil'],Brazil,--,Amanhã Nunca Mais,Amanhã Nunca Mais,Tadeu Jungle,254,69,25, ,1,3.0,75,"Walter is an absent father and husband who works in a hospital without time for his family. His redemption happens when his wife sends him to the birthday cake for her daughter, but she does not know is that during the return trip home, the impossible will happen so that everything goes wrong.",['comedy'],comedy,--,--,--,-,-,--,--,--
2020,['Brazil'],Brazil,--,Yaõkwá: Image and Memory,‘Yaõkwa - Imagem e Memória’,Vincent Carelli,190,65,59, ,1,3.8,21, ,['documentary'],documentary,--,--,--,-,-,--,--,--
2018,['Brazil'],Brazil,--,Empty Days,‘Dias Vazios’,Robney Bruno Almeida,185,63,17, ,0,3.1,103,"“Empty Days” tells the story of a day in the life of Jean and Fabiana, a couple of young boyfriends who try to reinvent their lives in a small town in the Brazilian interior. They are in their senior year of high school and live the old dilemma: either we leave this city or we stay here and continue the history of our parents. At the end of this day Jean commits suicide and Fabiana disappears. Two years later, Daniel and Alanis, another couple of young boyfriends, try to understand how everything happened. ×",['drama'],drama,--,--,--,-,-,--,--,--
1979,['Brazil'],Brazil,--,Perversion,‘Perversão’,José Mojica Marins,94,107,3, ,0,3.1,100,"A prominent millionaire gets a woman drunk and rapes her, biting off her nipple in the process. Because of his influence and powerful lawyer, though, he is able to beat the rap, claiming the woman was trying to extort money from him. He continues his life of debauchery, using women and flaunting his power until he meets a new woman, who won’t let him have his way with her, but wants to be his friend. Falling madly in love with her, he cleans up his act and devotes his attentions to her, not realizing that she has a hidden agenda. ×",['horror'],horror,--,--,--,-,-,--,--,--
2021,"['Brazil', 'France', 'Portugal']",Brazil,France,Paraíso,Paraíso,Sérgio Tréfaut,183,39,47, ,1,3.5,85,"Elderly people gather every day in the romantic gardens of the Palácio do Catete, which was the official residence of the presidents of Brazil from 1867 to 1960, and today houses the Museum of the Republic. When the sun came down, they talked about the meaning of life and sang love songs together. The film was suddenly interrupted by the coronavirus pandemic and turned into a tribute to a decimated generation.",['documentary'],documentary,--,--,--,-,-,--,--,--
2007,['Brazil'],Brazil,--,Gladiformers,Gladiformers,Marco Alemar,155,118,24, ,0,2.1,68,Robots in disguise are forced to combat each other in a colosseum where it’s always a fight to the death! Only one can make it out alive.,"['animation', 'action', 'science-fiction']",animation,action,science-fiction,--,-,-,--,--,--
1976,['Brazil'],Brazil,--,A$$untina of the Amerikas,‘A$$untina das Amérikas’,Luiz Rosemberg Filho,115,79,27, ,0,3.6,97,"A$$untina of the Amerikas is a musical comedy of a prostitute that, in 24 hours, wakes up, fights her mother, puts her son in anarchy, has a date with Santa Claus, a blue bear and two girlfriends. Then she finally meets her old millionaire lover. They spend their time to talk about everyday life and make love. Based on the novels of Fernando Henrique Cardoso and Wilhelm Reich.",['drama'],drama,--,--,--,-,-,--,--,--
1981,['Brazil'],Brazil,--,"Liliam, a Suja","Liliam, a Suja",Antonio Meliande,114,104,14, ,0,3.2,78,"Liliam sustains her paraplegic mother working as a secretary for Daniel, which threatens to fire her if she doesn’t submit to his desires. At night, she attracts lonely men at nightclubs and murders them violently, placing on the body a red rose and the inscription “Liliam, the dirty”.","['thriller', 'horror', 'drama']",thriller,horror,drama,--,-,-,--,--,--
2012,['Brazil'],Brazil,--,Nervo Craniano Zero,Nervo Craniano Zero,Paulo Biscaia Filho,132,136,22, ,0,3.3,88,"A successful writer experiments with a new creativity-inducing brain chip by implanting it in the mind of a naive country girl, Cristi.  The results are better than expected, but Cristi can no longer sleep, eat, smell… or die.  What seemed to be a breakthrough in science becomes a horrific nightmare.","['horror', 'comedy', 'science-fiction']",horror,comedy,science-fiction,--,-,-,--,--,--
2020,['Brazil'],Brazil,--,"Glauber, Claro","Glauber, Claro",César Meneghetti,157,88,25, ,0,3.3,80,"A deep dive into Glauber Rocha’s years exiled in Italy in the 70s. Through a collection of interviews and archives, the movie shows the making of his film Claro (1975) and his relation with European auteurs in their filmic and political views.",['documentary'],documentary,--,--,--,-,-,--,--,--
2013,['Brazil'],Brazil,--,Looking for Iara,‘Em Busca de Iara’,Flávio Frederico,248,59,27, ,0,3.6,91,"Investigation of the life of ex-guerrilla Iara Iavelberg (1944-1971), a cultured and beautiful woman who left behind a comfortable family life opting to engage in an armed struggle against the Brazilian military dictatorship.",['documentary'],documentary,--,--,--,-,-,--,--,--
2003,['Brazil'],Brazil,--,Mistério na Colônia,Mistério na Colônia,Felipe M. Guerra,178,52,42, ,0,3.1,12,"A doctor from Rio de Janeiro travels to spend his vacation in a small town in the South of Brazil, surrounded by legends about the disappearance of tourists. He stays in the house of a local family (father, son and grandmother), and, during lunch, the boy attempts to alert the doctor about a terrible secret.","['horror', 'comedy']",horror,comedy,--,--,-,-,--,--,--
2021,['Brazil'],Brazil,--,"Strive, Strive, Strive","‘Lutar, lutar, lutar’",Helvécio Marins Jr.,151,69,59, ,4,4.0,110,"Documentary film about the Brazilian football club Atletico Mineiro, but also about something intangible: football, its emotion and imperishable spirit.",['documentary'],documentary,--,--,--,-,-,--,--,--
2006,['Brazil'],Brazil,--,Stay with Me Tonight,‘Fica Comigo Esta Noite’,João Falcão,345,74,41, ,2,3.1,73,"The musician and writer of the comic book “Ghost with Heart of Stone” Eduardo meets the gorgeous Laura, who is engaged and close to her marriage, in a bookstore and immediately they fall in love for each other. Sooner they get married, and one night, Eduardo unexpectedly dies, but his soul does not move to the Third World. He meets the Ghost with Heart of Stone stranded in his house, stalking his beloved next door neighbor D. Mariana and he asks to the ghost how he can communicate and say farewell to Laura. ×","['comedy', 'romance']",comedy,romance,--,--,-,-,--,--,--
1950,['Brazil'],Brazil,--,Notice to Mariners,‘Aviso aos Navegantes’,Watson Macedo,146,102,30, ,1,3.4,111,"In Buenos Aires, Frederico hides in a ship going to Rio de Janeiro to travel for free. But Azulão, the cook, finds him and blackmails him into working in the kitchen. Meanwhile, Alberto, the captain, receives a radio message saying that there was a dangerous international spy on board. Things get worse when some passports are mixed-up.","['comedy', 'music']",comedy,music,--,--,-,-,--,--,--
1972,['Brazil'],Brazil,--,Independência ou Morte,Independência ou Morte,Carlos Coimbra,179,88,23, ,1,3.1,118, ,"['drama', 'history']",drama,history,--,--,-,-,--,--,--
1966,['Brazil'],Brazil,--,Plantation Boy,‘Menino de Engenho’,Walter Lima Jr.,92,132,10, ,0,3.3,110,"After being orphaned, a boy is raised by his grandfather and uncles, rich rural landowners, on a sugarcane plantation where he grows up, studies, learns about politics, love and disillusionment.",['drama'],drama,--,--,--,-,-,--,--,--
2017,"['Argentina', 'Brazil', 'State of Palestine']",Argentina,Brazil,The Territories,‘Los territorios’,Iván Granovsky,197,68,12, ,0,2.5,101,"After the attack on Charlie Hebdo’s office in Paris, Ivan, the frivolous son of a prominent Argentine journalist, embarks on a journey pursuing different geopolitical events around the world.",['drama'],drama,--,--,--,-,-,--,--,--
1994,"['Brazil', 'USA']",Brazil,USA,Boca,Boca,Zalman King,62,93,9, ,0,3.1,91,A photo-journalist goes to Brazil to investigate a savage crime boss. She becomes infatuated with the story.,['drama'],drama,--,--,--,-,-,--,--,--
1926,['Brazil'],Brazil,--,The Daughter of the Lawyer,‘A Filha do Advogado’,J. Soares,219,87,11, ,0,3.2,92,"In Recife, Dr. Paulo is an important lawyer that has a daughter, Heloísa, with his paramour and living in the country. A few days before traveling to Europe, Dr. Paulo asks to a close friend to bring Heloísa to Recife. Meanwhile, his bohemian and irresponsible son Helvécio meets Heloísa, and without knowing that she is his sister, he tries to rape her, and she kills him. Heloísa is arrested and goes to trial without any evidence to prove that she self-defended her honor. ×",['drama'],drama,--,--,--,-,-,--,--,--
1981,['Brazil'],Brazil,--,"Nothing with Me When I Die, Those Who Owe Me I’ll Collect in Hell","‘Nada Levarei Quando Morrer, Aqueles Que Mim Deve Cobrarei no Inferno’",Miguel Rio Branco,138,52,32, ,1,3.5,20,"An exercise in gentle voyeurism revealing glimpses of the secret side of Salvador, the capital city of the Brazilian state of Bahia, filming a derelict prostitution zone.",['documentary'],documentary,--,--,--,-,-,--,--,--
1998,['Brazil'],Brazil,--,A Football Story,‘Uma História de Futebol’,Paulo Machline,84,186,10, ,0,3.4,20,"Based on Zuza’s testimony, the plot narrates the final of the Julio Ramalho Cup, a lowland soccer championship, in 1950. To face the rival team, Zuza had his friend Dico, later nicknamed Pelé.",['drama'],drama,--,--,--,-,-,--,--,--
1979,['Brazil'],Brazil,--,Stories Our Nannies Don’t Tell,‘Histórias Que Nossas Babás Não Contavam’,Oswaldo de Oliveira,147,120,14, ,0,3.1,97,Erotic spoof of Snow White and the Seven Dwarfs.,['comedy'],comedy,--,--,--,-,-,--,--,--
1987,['Brazil'],Brazil,--,Turma da Mônica em o Bicho-Papão,Turma da Mônica em o Bicho-Papão,Mauricio de Sousa,608,43,46, ,0,3.3,60,"The father of a child bugger says that outside the forest there are many dangers, but the bogeyman who wanted to explore what was outside the forest really comes from his father and flee the forest, and go to a place far away from there He runs away, and when Chimp and Cascão leave the house of Chives, they go to a forest, already devastated, or a park, there they find the son of the bogeyman, and Cascão is frightened (since he was the one who discovered it), in one part he drops a coconut on the head of Cascão and Chive also see it. Later on Chive also discovers and throws a rope to arrest him, but he sees that out of the forest there are many dangers, untie the trap and walk away, back to the forest, and everything ends well. ×","['animation', 'comedy', 'family']",animation,comedy,family,--,-,-,--,--,--
1972,['Brazil'],Brazil,--,The Demiurge,‘O Demiurgo’,Jorge Mautner,98,68,23, ,0, ,77,"A colorful feature film that mixes exile with the figure of the poet Rimbaud and the feminist revolution. “It’s super-intellectual. A fable-musical-philosophical-chanchada”, Mautner says. He also affirms that the work focuses a lot on the longing for Brazil, on the will that the exiled had to return to their homeland. The idea came from conversations between the musician and his old father, “always talking about the pre-Socratics”, he recalls. Glauber Rocha states that “The Demiurge” is the best film “of” and “about” exile. ×",['fantasy'],fantasy,--,--,--,-,-,--,--,--
2019,['Brazil'],Brazil,--,Dark Horizon,‘Escuro Horizonte’,Pedro Tavares,78,69,25, ,0,3.3,70,"Between here and there, we do not belong anywhere. The world collapses into snow and flames.","['fantasy', 'documentary']",fantasy,documentary,--,--,-,-,--,--,--
2016,['Brazil'],Brazil,--,Deixa Na Régua,Deixa Na Régua,Emílio Domingos,135,66,38, ,4,3.8,73, ,['documentary'],documentary,--,--,--,-,-,--,--,--
2010,['Brazil'],Brazil,--,"The Earth Giveth, the Earth Taketh","‘Terra Deu, Terra Come’",Rodrigo Siqueira,170,97,41, ,1,3.7,90,"Pedro de Almeida leads the funeral of João Batista, who died with 120 years old.",['documentary'],documentary,--,--,--,-,-,--,--,--
2008,['Brazil'],Brazil,--,Wall,‘Muro’,Tião,260,81,41, ,2,3.6,18,"Soul in vacuum, desert in expansion",['drama'],drama,--,--,--,-,-,--,--,--
1984,['Brazil'],Brazil,--,A Filha dos Trapalhões,A Filha dos Trapalhões,Dedé Santana,547,50,23, ,0,2.7,107,"The Trapalhões live in a floating boat and have a miserable life. When they find an abandoned baby, they decide to raise it as if it were their own daughter. Later, when they begin to work in a circus, they discover that the child is in fact the daughter of the trapeze artist and that she was forced to surrender her daughter to a gang that negotiates children abroad. This gang finds them and tries to recover the girl who now, however, has the help of the Trapalhões to protect her. ×","['family', 'adventure', 'comedy']",family,adventure,comedy,--,-,-,--,--,--
2022,['Brazil'],Brazil,--,Irmão do Jorel: Especial Carnaval Bruttal,Irmão do Jorel: Especial Carnaval Bruttal,Zé Brandão,164,27,61, ,0,4.2,23, ,"['animation', 'comedy']",animation,comedy,--,--,-,-,--,--,--
2020,['Brazil'],Brazil,--,In Pieces,‘Aos Pedaços’,Ruy Guerra,154,75,17, ,0,2.8,93,"One man, two lovers: Ana and Anna, living in identical apartments. Paranoia is the name of the game in this hallucinatory.",['drama'],drama,--,--,--,-,-,--,--,--
2014,"['Portugal', 'Brazil']",Portugal,Brazil,"A Primeira Missa ou Tristes Tropeços, Enganos e Urucum","A Primeira Missa ou Tristes Tropeços, Enganos e Urucum",Ana Carolina,119,97,21, ,0,3.4,90,"On set, in the middle of the Atlantic Forest, a stressed film director begins another day of filming, reproducing the celebration of the first mass in Brazil. Suddenly three strange agents emerge from the forest and abruptly interrupt the scene. Authoritarians, they confiscate the filmed negatives. The paranoid director grumbles: “Are they from the government?”. The execution of the film is compromised. Will the director in trouble be able to complete his film?","['drama', 'comedy']",drama,comedy,--,--,-,-,--,--,--
2014,['Brazil'],Brazil,--,"My Name Is Now, Elza Soares","My Name Is Now, Elza Soares",Elizabete Martins Campos,177,97,33, ,0,3.4,71,A documentary about Brazilian singer Elza Soares and her long career singing samba and jazz.,['documentary'],documentary,--,--,--,-,-,--,--,--
2022,['Brazil'],Brazil,--,Mar de Dentro,Mar de Dentro,Dainara Toffoli,109,70,21, ,0,3.3,97,"A successful professional, Manuela must deal with the changes in her body when she finds out she is pregnant. Ahead, when the baby is born, she also needs to learn to be a mother.",['drama'],drama,--,--,--,-,-,--,--,--
2016,['Brazil'],Brazil,--,Observar e Absorver,Observar e Absorver,José Marques de Carvalho Jr,278,42,58, ,0,3.7,71,"“I am extremely ambicious. I am ambicious in a way that no one else can see. Because money, confort, stability, luxury, is not enough for me, I want more. I want all I can take from this life”.  This Brazilian documentary chronicles the life of truck driver / artist Eduardo Marinho, following his daily routine, his lifestyle and his thoughts on life.",['documentary'],documentary,--,--,--,-,-,--,--,--
1998,['Brazil'],Brazil,--,Kyrie ou o Início do Caos,Kyrie ou o Início do Caos,Debora Waldman,159,80,31, ,1,3.6,15,A woman is mesmerized by a mystical sound and from there chaos begins to spread.,"['thriller', 'fantasy']",thriller,fantasy,--,--,-,-,--,--,--
1929,['Brazil'],Brazil,--,Acabaram-se os Otários,Acabaram-se os Otários,Luiz de Barros,159,66,39, ,0,3.5,16,"“Acabaram-se os Otários” is a Brazilian comedy, directed by Luiz de Barros in 1929. It is considered the first sound film in Brazil. Luiz de Barros’s own script is based on a novel by the writer Menotti del Picchia. It tells the story of two hillbillies and an Italian settler who arrive in São Paulo. Naively, the three are tricked by a con man into believing they bought a tram. They end up without money, having to return to the countryside. It’s considered a lost film, but a reconstituted version was made by researchers at the Universidade Federal Fluminense. ×",['comedy'],comedy,--,--,--,-,-,--,--,--
2013,['Brazil'],Brazil,--,Porteiro Dormindo,Porteiro Dormindo,Kleber Mendonça Filho,271,38,20, ,0,2.3,1,"“My father asked me to show the laziness of the sleeping porter. Then I shot with a Canon camera and an iPhone. I edited on a PC with Adobe Premiere. Let it be a lesson. Dyego, resident of Camille Claudel Building.”",['comedy'],comedy,--,--,--,-,-,--,--,--
2022,['Brazil'],Brazil,--,Hei$t: The Great Robbery of Brazil’s Central Bank,‘3 Tonelada$: Assalto ao Banco Central’,Rodrigo Astiz,207,61,32, ,0,3.5,180,"In August 2005, through a tunnel almost 80 meter long, thiefs invaded the bank vault of Brazil’s Central Bank in Fortaleza and stole over 160 milions reais, ou or nealy 3,5 tons of cash. This documenty explores that spectacular and historic heist.",['documentary'],documentary,--,--,--,-,-,--,--,--
2012,['Brazil'],Brazil,--,"Good Luck, Sweetheart","‘Boa Sorte, Meu Amor’",Daniel Aragão,140,65,19, ,0,3.1,95,"Dirceu, 30 years old, has origins that go back to the aristocracy of Northeast Brazilian backlands. Settled in a kind of subjective amnesia, Dirceu tries to bury his family’s past. He is a demolition man in Recife, an urban landscape undergoing an uncontrolled process of transformation. Maria shares the same country origins, but she uses the city for a different purpose. She is a carefree and joyful music student. If Dirceu aspires to a world that is stable and present, Maria lives in discord with the present. To her, nothing is as it should be. Maria’s apparition unleashes in Dirceu an urge for being somebody else. On a route of escape through the desert of the backlands, a unique encounter is set to happen. Boa sorte, meu amor (Good luck, sweetheart) is an anti-romance of the impact between music and silence. ×",['drama'],drama,--,--,--,-,-,--,--,--
1985,['Brazil'],Brazil,--,Os Trapalhões no Reino da Fantasia,Os Trapalhões no Reino da Fantasia,Dedé Santana,510,61,28, ,0,2.6,80,"The Bunglers do a show for the benefit of an orphanage run by Sister Maria (Xuxa Meneghel), facing financial difficulties. While performing the show, ’money is stolen tickets. Didi, and Sister Maria Dede pursue the bandits, while Mussum Zechariah and continue with the show. The three go at Beto Carrero World, where the scene is recreated from the old Western North America. The film also features a series of 20-minute cartoon of Bunglers.","['fantasy', 'family', 'comedy', 'adventure']",fantasy,family,comedy,--,-,-,--,--,--
2022,['Brazil'],Brazil,--,Alemão 2,Alemão 2,José Eduardo Belmonte,171,53,32, ,0,3.2,More, ,"['crime', 'action']",crime,action,--,--,-,-,--,--,--
2014,['Brazil'],Brazil,--,E,E,Miguel Antunes Ramos,169,141,30, ,19,3.7,17,The city and its parking lots.,['documentary'],documentary,--,--,--,-,-,--,--,--
1930,['Brazil'],Brazil,--,Virgin Lips,‘Lábios Sem Beijos’,Humberto Mauro,134,84,16, ,0,3.3,70,"Lelita, a rich young lady, is courted by Paulo, her cousin, but she has reason to believe he is also having na affair with Lelita’s sister, which causes jealousy trouble, until all becomes clear and true love prevails.","['romance', 'drama']",romance,drama,--,--,-,-,--,--,--
2015,['Brazil'],Brazil,--,"Rogério Duarte, o Tropikaoslista","Rogério Duarte, o Tropikaoslista",José Walter Lima,133,59,37, ,1,3.6,89,"Rogério Duarte is one of the most important names in Tropicália, a Brazilian cultural movement of the 1960s. The plastic artist was one of the first to publicly denounce the tortures committed in the military regime. During the dictatorship, its political action and its cultural achievements mobilized many artists and inspired a whole generation.",['documentary'],documentary,--,--,--,-,-,--,--,--
2003,['Brazil'],Brazil,--,Dom,Dom,Moacyr Góes,447,42,7, ,0,2.4,91,"Free adaptation of Machado de Assis’ “Dom Casmurro”. Bento marries an actress, and soon afterwards she gets pregnant. Then, he begins to suspect the child isn’t his, but his best friend’s.",['drama'],drama,--,--,--,-,-,--,--,--
1927,['Brazil'],Brazil,--,National Treasure,‘Tesouro Perdido’,Humberto Mauro,111,107,5, ,2,3.2,86,A group of bandits look for a treasure map.,"['adventure', 'drama']",adventure,drama,--,--,-,-,--,--,--
2021,"['Brazil', 'Uruguay']",Brazil,Uruguay,Hilda’s Short Summer,‘Las vacaciones de Hilda’,Agustín Banchero,174,65,39, ,0,3.4,88,Hilda must be responsible of a decision that she took long time ago. Her life is altered by the news that her son is coming to visit her after several years away. She tries to replenish her weathered image by the passage of time. This will stir her reality and her link with the past.,['drama'],drama,--,--,--,-,-,--,--,--
2018,"['Germany', 'Brazil', 'Colombia']",Germany,Brazil,The Whisper of the Jaguar,‘O Sussurro do Jaguar’,Simon(è) Jaikiriuma Paetau,148,98,16, ,2,3.1,79,"An artist penetrates him/herself with a cob of transgenic corn in the middle of a field, unawares that death is near. His/her sister Ana, who has been following him/her with his/her ashes, embarks on a journey into the Amazon forest that will become a quest as spiritual as it is erotic.",['drama'],drama,--,--,--,-,-,--,--,--
1966,['Brazil'],Brazil,--,Fala Brasília,Fala Brasília,Nelson Pereira dos Santos,179,57,43, ,0,3.6,13,An amalgamation of accents and life experiences from different parts of Brazil reunited on the city of Brasília.,['documentary'],documentary,--,--,--,-,-,--,--,--
2020,['Brazil'],Brazil,--,Mascarados,Mascarados,Marcela Borela,179,83,18, ,1,3.1,66,"A court order obliges the masked persons of the Festa do Divino to leave with an identification number. Not satisfied, a group of them tries to invade the city hall.",['drama'],drama,--,--,--,-,-,--,--,--
1975,['Brazil'],Brazil,--,Bruce Lee Versus Gay Power,‘Kung Fu Contra as Bonecas’,Adriano Stuart,101,119,14, ,0,2.8,105,‘Bruce’ goes to head with bandits who are terrorising and murdering villagers.,['comedy'],comedy,--,--,--,-,-,--,--,--
2019,['Brazil'],Brazil,--,"Mãtãnãg, a Encantada","Mãtãnãg, a Encantada",Shawara Maxakali,262,94,41, ,1,3.3,14,"The indigenous woman Mãtãnãg follows the spirit of her husband, dead bitten by a snake, to the village of the dead. Together they overcome the obstacles that separate the earthly world from the spiritual world. Once in the land of the spirits, things are different: other ways govern the supernatural. But Mãtãnãg is not dead, and his soul must return to living with the living. Back in his village and reunited with his relatives, new vicissitudes during a ritual will provide the opportunity for them to once again be alive and dead. Mãtãnãg is based on a traditional history of the Maxakali people. The illustrations for the film were made in a workshop in Aldeia Verde, in the municipality of Ladainha (Minas Gerais). ×","['fantasy', 'animation']",fantasy,animation,--,--,-,-,--,--,--
2004,['Brazil'],Brazil,--,Pool Acrylic Blue Hinterland,‘Sertão de Acrílico Azul Piscina’,Karim Aïnouz,148,36,26, ,0,3.6,26,"A trip, sort of a daydream in the Brazilian badlands. Remote places reveal traditions and customs of a landscape that is at once primitive and contemporary, regional and globalised.",['documentary'],documentary,--,--,--,-,-,--,--,--
2019,['Brazil'],Brazil,--,Favela é Moda,Favela é Moda,Emílio Domingos,134,41,37, ,2,3.9,75,"The daily life and development of young models of an agency located in the Jacarezinho favela, North Zone of Rio de Janeiro.",['documentary'],documentary,--,--,--,-,-,--,--,--
2013,['Brazil'],Brazil,--,"Bonitinha, Mas Ordinária","Bonitinha, Mas Ordinária",Moacyr Góes,247,61,13, ,0,2.6,90,"The youngest daughter of a rich man has been raped by five black men in the slums of Rio, and her father arranges her marriage to one of his employees in order to save the family’s honor.",[],--,--,--,--,-,-,--,--,--
2011,['Brazil'],Brazil,--,Daquele Instante em Diante,Daquele Instante em Diante,Rogério Velloso,174,62,64, ,0,3.9,110,"This film documents in depth the life and artistic trajectory of the musician and poet Itamar Assumpção. He was one of the pillars of a moment of Brazilian popular music that was conventionally called “Vanguarda Paulista”. Starting from extensive research which resulted in more than 250h of images and a dive into the personal universe of this incredible artist, Itamar comes up with a poetic, intuitive plot where facts and testimonies speak louder than preconceived ideas. ×","['music', 'documentary']",music,documentary,--,--,-,-,--,--,--
